DateTimeHOBO_UTC,Temp_Inc,Light_Inc,,,
7/26/2020 8:48,15.87,0, , , 
7/26/2020 8:53,15.87,0, , , 
7/26/2020 8:58,15.91,0, , , 
7/26/2020 9:03,16,0, , , 
7/26/2020 9:08,16.04,0, , , 
7/26/2020 9:13,16,0, , , 
7/26/2020 9:18,16.04,0, , , 
7/26/2020 9:23,16.08,0, , , 
7/26/2020 9:28,16.17,1, , , 
7/26/2020 9:33,16.17,2, , , 
7/26/2020 9:38,16.17,4, , , 
7/26/2020 9:43,16.26,6, , , 
7/26/2020 9:48,16.21,9, , , 
7/26/2020 9:53,15.91,12, , , 
7/26/2020 9:58,15.61,16, , , 
7/26/2020 10:03,15.36,19, , , 
7/26/2020 10:08,15.14,22, , , 
7/26/2020 10:13,14.88,26, , , 
7/26/2020 10:18,14.67,31, , , 
7/26/2020 10:23,14.71,49, , , 
7/26/2020 10:28,14.84,"2,420", , , 
7/26/2020 10:33,15.01,"2,760", , , 
7/26/2020 10:38,15.14,"3,046", , , 
7/26/2020 10:43,15.36,"3,644", , , 
7/26/2020 10:48,15.53,"3,626", , , 
7/26/2020 10:53,15.66,"4,234", , , 
7/26/2020 10:58,15.96,"6,492", , , 
7/26/2020 11:03,16.13,"5,100", , , 
7/26/2020 11:08,16.34,"9,874", , , 
7/26/2020 11:13,16.51,"8,786", , , 
7/26/2020 11:18,17.03,"13,179", , , 
7/26/2020 11:23,17.16,"12,995", , , 
7/26/2020 11:28,16.94,"10,130", , , 
7/26/2020 11:33,16.64,"9,812", , , 
7/26/2020 11:38,16.26,"7,936", , , 
7/26/2020 11:43,15.78,"8,343", , , 
7/26/2020 11:48,15.57,"23,060", , , 
7/26/2020 11:53,15.66,"16,896", , , 
7/26/2020 11:58,16,"16,804", , , 
7/26/2020 12:03,15.87,"17,644", , , 
7/26/2020 12:08,15.74,"17,116", , , 
7/26/2020 12:13,15.53,"8,192", , , 
7/26/2020 12:18,14.45,"11,356", , , 
7/26/2020 12:23,14.11,"12,058", , , 
7/26/2020 12:28,14.11,"8,840", , , 
7/26/2020 12:33,15.27,"7,846", , , 
7/26/2020 12:38,15.53,"13,619", , , 
7/26/2020 12:43,16.26,"24,760", , , 
7/26/2020 12:48,16.47,"11,622", , , 
7/26/2020 12:53,16.94,"23,020", , , 
7/26/2020 12:58,17.2,"28,365", , , 
7/26/2020 13:03,17.5,"27,453", , , 
7/26/2020 13:08,17.97,"30,280", , , 
7/26/2020 13:13,17.67,"13,947", , , 
7/26/2020 13:18,17.2,"15,903", , , 
7/26/2020 13:23,15.91,"24,545", , , 
7/26/2020 13:28,15.83,"29,645", , , 
7/26/2020 13:33,15.31,"21,494", , , 
7/26/2020 13:38,15.91,"20,838", , , 
7/26/2020 13:43,15.74,"29,993", , , 
7/26/2020 13:48,15.4,"23,245", , , 
7/26/2020 13:53,15.06,"17,536", , , 
7/26/2020 13:58,14.97,"20,972", , , 
7/26/2020 14:03,14.93,"19,722", , , 
7/26/2020 14:08,15.01,"16,742", , , 
7/26/2020 14:13,14.97,"16,850", , , 
7/26/2020 14:18,14.93,"17,326", , , 
7/26/2020 14:23,15.01,"19,937", , , 
7/26/2020 14:28,14.8,"17,019", , , 
7/26/2020 14:33,14.88,"17,413", , , 
7/26/2020 14:38,14.88,"17,188", , , 
7/26/2020 14:43,14.28,"20,070", , , 
7/26/2020 14:48,14.15,"18,473", , , 
7/26/2020 14:53,14.28,"18,330", , , 
7/26/2020 14:58,14.28,"20,833", , , 
7/26/2020 15:03,14.37,"20,460", , , 
7/26/2020 15:08,14.24,"20,388", , , 
7/26/2020 15:13,14.24,"23,695", , , 
7/26/2020 15:18,14.07,"22,026", , , 
